Country Code,Country Name,Year,"Foreign direct investment, net inflows (BoP, current US$)",Total reserves (gold + US$),Consumer Price,Time required to start a business (days),Total tax and contribution rate (PCT of profit),Final Consumption Expenditure,Exports of goods and services (PCT of GDP),Imports of goods and services (PCT of GDP),Gross Domestic Product,GDP Growth,GNI Per Capita,Gross Savings,"Primary completion rate, total (PCT of relevant age group)",Expenditure Education,Unemployment,"Intentional homicides (per 100,000 people)",Access Elect.,Basic Sanitation,Population Density,Maternal Mortality,Refugee population by country or territory of asylum,Refugee population by country or territory of origin,Research and development expenditure (PCT of GDP),Mobile Subs.,"Labour force, total",Population Total,GDP per_capita,"Natural Change, Births minus Deaths (thousands)","Rate of Natural Change (per 1,000 population)",Population Growth Rate (percentage),"Crude Birth Rate (births per 1,000 population)","Median Age, as of 1 July (years)","Life Expectancy at Birth, both sexes (years)",Net Number of Migrants (thousands),"Net Migration Rate (per 1,000 population)","Infant Mortality Rate (infant deaths per 1,000 live births)","Infant Deaths, under age 1 (thousands)"
KWT,Kuwait,2006,121305596.280329,14179782169.7328,78.4240755212118,35.4,10.7,4.196188100700329,65.5457337246984,24.1673594733538,101548931771.192,7.51477300024021,42480.0,66.8841095073227,95.7299679026884,3.75997996330261,1.29999995231628,1.89580567739033,100.0,76.49538624744093,133.403928170595,6.0,49.0,610.0,0.0847899988293648,49.90981248,1217076.0,2363409.0,88328.0160671089,46.387,20.02,6.047,22.056,27.548,76.887,96.486,41.644,9.606,0.485
KWT,Kuwait,2007,111535690.174729,18776552864.7304,82.7255967203686,35.4,10.7,4.196188100700329,63.4150383970829,28.3174649945059,114639690358.902,5.99157551059318,47530.0,57.2489331440613,106.42440032959,2.57999992370605,1.5,2.35620556655562,100.0,76.49538624744093,140.483164983165,6.0,38158.0,741.0,0.0858500003814697,56.90173287,1308491.0,2506769.0,91268.6072278965,48.997,19.915,5.74,21.929,27.671,77.017,94.844,38.55,9.477,0.508
KWT,Kuwait,2008,-5951752.85941426,19320771658.4914,91.4802065404475,35.4,10.7,4.196188100700329,66.7595495181702,25.9239067335019,147395089285.714,2.47975694278544,51810.0,58.5025750285853,95.7299679026884,2.76999998092651,1.75,1.43071750482867,100.0,76.49538624744093,148.840628507295,6.0,38237.0,847.0,0.0855100005865097,56.58059624,1402148.0,2650930.0,90011.7821675039,51.341,19.703,5.452,21.7,27.89,77.145,93.141,35.745,9.325,0.523
KWT,Kuwait,2009,1113588046.64934,23028171515.8341,95.697074010327,35.4,10.7,4.196188100700329,59.4336343544442,29.3774306307015,105963168867.269,-7.07605643073413,45410.0,42.9256901868439,95.7299679026884,3.57999992370605,1.63999998569489,1.73694746017516,100.0,76.49538624744093,158.189618406285,5.0,222.0,936.0,0.112130001187325,93.66360823,1498461.0,2795550.0,79296.8647413636,53.804,19.552,5.179,21.494,28.215,77.442,90.945,33.048,9.121,0.534
KWT,Kuwait,2010,1304627500.01185,24801842016.4147,100.0,35.4,10.7,4.196188100700329,66.6733173716414,30.3544221141986,115419399860.433,-2.37026412020435,43190.0,51.5194001423239,97.4594573974609,3.5699999332428,1.82000005245209,2.00542534403072,100.0,76.49538624744093,168.242592592593,5.0,185.0,986.0,0.101400002837181,135.1907482,1597607.0,2943356.0,73682.8683779231,56.134,19.369,5.126,21.203,28.612,77.982,94.736,32.688,8.855,0.537
KWT,Kuwait,2011,3259067552.4562,29681701459.822,104.83940349871,32.4,10.7,4.56916144458019,73.1983782817688,25.8919920607298,154068115942.029,9.6284069747757,44120.0,57.3808513412934,98.9949264526367,3.42000007629395,2.03800010681152,1.86234199290795,100.0,76.49538624744093,179.071324354658,4.0,336.0,1112.0,0.0989599972963333,156.9476673,1727522.0,3143825.0,77459.5383056761,58.523,19.197,7.959,20.949,29.332,78.464,191.544,62.831,8.528,0.543
KWT,Kuwait,2012,2872588962.21562,33109896469.2245,108.252079151133,32.4,12.4,10.3508926215812,74.731693700831,26.2795475583049,174070382279.385,6.62581830014173,49020.0,56.9418243244826,97.8835067749023,3.75,2.3199999332428,1.82151973273229,100.0,76.49538624744093,190.547474747475,4.0,676.0,1189.0,0.0972099974751472,150.2358261,1889179.0,3394663.0,79047.7638712039,60.436,18.315,7.415,20.036,30.325,78.812,191.164,57.935,8.176,0.539
KWT,Kuwait,2013,1433630444.12308,32410244556.9514,111.155721250358,32.4,12.4,5.59053235575391,70.8615345368996,26.7451677494984,174161142454.161,1.14930043706521,51310.0,55.1079901959699,100.0,3.88000011444092,2.62299990653992,1.761766091167794,100.0,76.49538624744093,201.929573512907,4.0,633.0,971.0,0.301530003547668,175.7841316,2054895.0,3646518.0,76667.7063327708,61.888,17.423,6.917,19.119,31.312,79.164,190.228,53.555,7.871,0.533
KWT,Kuwait,2014,485806657.755081,35175442351.7033,114.389159736163,31.4,12.8,2.63621807831022,68.5061434722771,31.5308016221273,162631412508.784,0.500876982158658,50050.0,50.1683949504893,95.7299679026884,4.40000009536743,2.90000009536743,1.761766091167794,100.0,76.49538624744093,212.258698092031,4.0,611.0,974.0,0.427049994468689,202.0425438,2138630.0,3761584.0,74617.1224711292,62.928,16.539,-0.584,18.234,32.099,79.445,-84.91,-22.316,7.641,0.528
KWT,Kuwait,2015,284647623.805362,30960893267.6336,118.131631775165,31.4,13.0,1.53480090134097,53.7662480818489,44.9333252111054,114567298105.683,0.593019617221231,41040.0,30.9158387934955,95.7299679026884,4.77148008346558,2.20000004768372,1.761766091167794,100.0,76.49538624744093,220.863860830528,4.0,736.0,1076.0,0.0966000035405159,196.0922731,2243213.0,3908743.0,72918.0037634406,57.188,15.131,8.097,16.892,32.948,79.562,259.114,68.558,7.503,0.478
KWT,Kuwait,2016,292026510.202096,33936274928.4313,121.909951247491,61.4,13.0,0.952380952380949,47.6317246344806,48.5271829064276,109419728566.7,2.92586822591576,34540.0,25.4541641060599,100.579002380371,5.84771013259888,2.16000008583069,1.761766091167794,100.0,76.49538624744093,227.4177328844,5.375,935.0,1013.0,0.0798500031232834,189.2095892,2343689.0,4048085.0,74263.9986260609,53.165,12.989,-0.929,14.8,33.729,79.701,-90.785,-22.179,7.416,0.45
KWT,Kuwait,2017,113012065.007347,36889754716.8625,124.557631780803,38.4,13.0,2.97674561610282,51.1963155925274,46.6437308648816,120707435542.367,-4.71210620851997,30880.0,35.4939981896678,95.3718872070313,6.3654899597168,2.19700002670288,1.761766091167794,100.0,76.49538624744093,159.31689113355782,5.375,613.0,1097.0,0.0803999975323677,173.0666459,2404348.0,4124904.0,74818.72482518308,50.569,12.472,4.637,14.386,34.474,79.781,140.685,34.698,7.408,0.432
KWT,Kuwait,2018,-21377568.8207293,40282453060.4129,125.234145567617,35.4,13.0,4.85559503371402,57.4954948554217,45.6199634474818,138182400493.585,2.43398126829418,32300.0,39.7012978738285,91.8194122314453,6.38917016983032,2.16499996185303,1.761766091167794,100.0,76.49538624744093,159.31689113355782,5.375,671.0,1251.0,0.0634900033473969,164.4554959,2529129.0,4317185.0,74818.72482518308,48.345,11.391,4.478,13.443,35.355,79.722,144.967,34.157,7.452,0.427
KWT,Kuwait,2019,515617569.386937,43668410965.0783,126.601512114574,19.4,13.0,4.29936590253868,53.2934327933402,44.8895114652072,136196760180.976,-0.551959287835274,34290.0,32.2702222401402,84.5925598144531,6.49243021011353,2.16700005531311,1.761766091167794,100.0,76.49538624744093,159.31689113355782,5.375,686.0,1300.0,0.191459998488426,164.9822792,2614361.0,4441100.0,74818.72482518308,45.44,10.243,1.228,12.437,36.152,79.685,9.088,2.049,7.519,0.416
KWT,Kuwait,2020,-558055522.567383,52918606999.3546,129.262333503248,35.16470588235294,11.833333333333334,4.196188100700329,59.894477908720546,33.830498558985,105960225688.145,-8.85527892349086,37228.5,46.02151474578395,83.8955612182617,6.55125999450684,3.53900003433228,1.761766091167794,100.0,76.49538624744093,159.31689113355782,5.375,732.0,1422.0,0.186609998345375,155.2673535,2373964.0,4360444.0,74818.72482518308,38.338,8.543,-4.951,11.797,37.207,76.92,-254.177,-56.639,7.572,0.401
KWT,Kuwait,2021,198167598.9,49525016980.8271,133.687796854549,35.16470588235294,11.833333333333334,4.196188100700329,59.894477908720546,33.830498558985,108275395829.74373,2.9702511117996755,37228.5,46.02151474578395,79.3535766601563,4.817782653005501,3.71399998664856,1.761766091167794,100.0,76.4953862474409,159.31689113355782,5.375,720.0,1702.0,0.14054809581665756,162.7763396,2363167.0,4250114.0,74818.72482518308,32.014,7.504,-0.114,10.41,38.344,78.673,-36.843,-8.636,7.608,0.344
KGZ,Kyrgyzstan,2000,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,68.695,13.892,0.964,21.584,20.92,65.398,-21.139,-4.275,42.368,4.55
KGZ,Kyrgyzstan,2001,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,69.229,13.864,0.903,21.416,21.08,65.763,-24.266,-4.859,40.379,4.319
KGZ,Kyrgyzstan,2002,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,70.757,14.04,0.904,21.601,21.232,65.862,-25.32,-5.024,38.56,4.187
KGZ,Kyrgyzstan,2003,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,73.203,14.391,1.139,21.849,21.41,66.186,-15.369,-3.021,36.862,4.084
KGZ,Kyrgyzstan,2004,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,77.002,14.96,1.162,22.46,21.616,66.297,-17.31,-3.363,35.265,4.053
KGZ,Kyrgyzstan,2005,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,79.587,15.282,1.01,22.811,21.807,66.385,-27.13,-5.21,33.778,3.997
KGZ,Kyrgyzstan,2006,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,85.721,16.284,1.046,23.672,21.981,66.778,-30.824,-5.855,32.387,4.008
KGZ,Kyrgyzstan,2007,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,91.505,17.194,0.776,24.553,22.12,67.006,-50.44,-9.477,30.944,4.017
KGZ,Kyrgyzstan,2008,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,98.027,18.266,1.127,25.553,22.251,67.249,-37.801,-7.044,29.338,3.997
KGZ,Kyrgyzstan,2009,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,106.771,19.656,1.424,26.735,22.415,67.784,-29.651,-5.459,27.528,3.968
KGZ,Kyrgyzstan,2010,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,114.808,20.825,1.135,27.721,22.553,68.254,-52.547,-9.532,25.795,3.917
KGZ,Kyrgyzstan,2011,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,121.693,21.815,1.348,28.585,22.657,68.578,-46.841,-8.397,24.24,3.846
KGZ,Kyrgyzstan,2012,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,125.901,22.267,1.498,28.85,22.762,68.993,-41.524,-7.344,22.918,3.729
KGZ,Kyrgyzstan,2013,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,128.033,22.309,1.588,28.795,22.878,69.217,-37.188,-6.48,21.755,3.59
KGZ,Kyrgyzstan,2014,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,131.8,22.6,1.7,28.755,23.006,69.886,-32.933,-5.647,20.692,3.464
KGZ,Kyrgyzstan,2015,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,131.731,22.214,1.729,28.336,23.138,69.996,-29.468,-4.969,19.693,3.308
KGZ,Kyrgyzstan,2016,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,129.657,21.501,1.734,27.469,23.28,70.276,-25.279,-4.192,18.731,3.107
KGZ,Kyrgyzstan,2017,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,129.344,21.082,1.659,26.911,23.415,70.588,-27.796,-4.531,17.825,2.944
KGZ,Kyrgyzstan,2018,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,133.63,21.413,1.654,27.194,23.506,70.728,-30.717,-4.922,16.988,2.874
KGZ,Kyrgyzstan,2019,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,131.652,20.766,1.54,26.328,23.566,71.23,-34.27,-5.406,16.255,2.718
KGZ,Kyrgyzstan,2020,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,119.391,18.568,1.636,24.973,23.648,69.629,-14.307,-2.225,15.587,2.514
KGZ,Kyrgyzstan,2021,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,117.166,17.929,1.542,24.126,23.738,69.977,-16.51,-2.526,14.99,2.368
LAO,Laos,2000,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,123.837,22.735,1.654,32.991,17.331,58.378,-34.009,-6.243,76.568,13.842
LAO,Laos,2001,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,121.481,21.946,1.592,31.902,17.498,59.07,-33.6,-6.07,73.921,13.158
LAO,Laos,2002,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,118.544,21.087,1.515,30.872,17.686,59.534,-33.635,-5.983,71.225,12.466
LAO,Laos,2003,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,117.64,20.614,1.424,30.24,17.896,60.031,-36.615,-6.416,68.631,11.9
LAO,Laos,2004,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,117.36,20.275,1.338,29.873,18.127,60.293,-40.174,-6.94,66.106,11.415
LAO,Laos,2005,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,116.591,19.876,1.579,29.254,18.405,60.98,-24.171,-4.121,63.575,10.863
LAO,Laos,2006,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,119.457,20.045,1.595,29.141,18.733,61.493,-24.639,-4.134,61.074,10.588
LAO,Laos,2007,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,121.493,20.063,1.567,28.848,19.081,62.084,-26.808,-4.427,58.592,10.204
LAO,Laos,2008,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,121.621,19.774,1.538,28.313,19.441,62.603,-27.282,-4.436,56.306,9.77
LAO,Laos,2009,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,121.795,19.502,1.506,27.768,19.81,63.273,-27.999,-4.483,53.99,9.326
LAO,Laos,2010,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,120.637,19.034,1.474,27.042,20.188,63.973,-27.446,-4.33,51.792,8.85
LAO,Laos,2011,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,120.295,18.705,1.444,26.467,20.57,64.736,-27.661,-4.301,49.697,8.431
LAO,Laos,2012,9597134935.301743,50909794415.877144,148.51905795515054,32.03634690142142,43.23499192600328,3.8706991323617714,42.302947434804004,48.011348907775336,260015143774.12155,3.524774213274733,12073.753299772485,23.087089475244852,87.32778821695025,4.486956107447674,7.740104225988929,7.126248469191339,77.91801165553444,75.40083545343086,288.1488241872053,220.29195476807837,160929.55016610486,69083.92206169498,0.7521468564784772,75.04365903156406,27887878.293349914,35600192.85660173,15105.977715444542,118.764,18.207,1.418,25.811,20.954,65.355,-26.451,-4.055,47.626,7.996
